Date,Soil Moisture 10cm (%) ,Soil Moisture 20cm (%) ,Soil Moisture 30cm (%),Soil Moisture 40cm (%),Soil Moisture 50cm (%),Soil Moisture 60cm (%) ,Rain,Temperature (oC),Humidity (%)
2024-09-20 03:00:00,7.34,3.49,2.22,2.15,1.46,1.25,0,20.52,72.17
2024-09-20 02:00:00,7.33,3.49,2.22,2.14,1.46,1.25,0,19.9,76
2024-09-20 01:00:00,7.33,3.49,2.22,2.14,1.46,1.25,0,19.7,78.83
2024-09-20 00:00:00,7.33,3.48,2.22,2.14,1.46,1.25,0,19.62,81.5
2024-09-19 23:00:00,7.32,3.49,2.22,2.15,1.46,1.25,0,20,82
2024-09-19 22:00:00,7.32,3.49,2.22,2.14,1.46,1.25,0,21.1,80
2024-09-19 21:00:00,7.31,3.49,2.22,2.14,1.46,1.25,0,21.9,73
2024-09-19 20:00:00,7.3,3.49,2.22,2.14,1.46,1.25,0,23.38,66.33
2024-09-19 19:00:00,7.3,3.49,2.22,2.14,1.46,1.25,0,25.18,59.17
2024-09-19 18:00:00,7.31,3.49,2.22,2.14,1.46,1.25,0,26.23,54.67
2024-09-19 17:00:00,7.34,3.49,2.23,2.14,1.46,1.25,0,26.4,54.17
2024-09-19 16:00:00,7.36,3.5,2.23,2.15,1.46,1.26,0,25.8,55.67
2024-09-19 15:00:00,7.38,3.51,2.23,2.15,1.47,1.26,0,24.45,61.83
2024-09-19 14:00:00,7.4,3.51,2.23,2.15,1.46,1.26,0,23.1,70.17
2024-09-19 13:00:00,7.4,3.51,2.24,2.15,1.46,1.26,0,19.72,81.5
2024-09-19 12:00:00,7.41,3.51,2.24,2.14,1.46,1.26,0,17.47,88.83
2024-09-19 11:00:00,7.41,3.5,2.24,2.14,1.46,1.26,0,15.93,88.5
2024-09-19 10:00:00,7.42,3.51,2.23,2.14,1.46,1.26,0,15.28,89
2024-09-19 09:00:00,7.43,3.51,2.23,2.15,1.46,1.26,0,17.1,83.5
2024-09-19 08:00:00,7.42,3.51,2.23,2.14,1.46,1.26,0,17.9,83.5
2024-09-19 07:00:00,7.42,3.51,2.23,2.14,1.46,1.26,0,17.42,83.67
2024-09-19 06:00:00,7.42,3.51,2.23,2.14,1.46,1.26,0,17.78,83.33
2024-09-19 05:00:00,7.42,3.51,2.23,2.14,1.46,1.26,0,18.35,81.33
2024-09-19 04:00:00,7.42,3.52,2.23,2.14,1.46,1.26,0,18.2,82.17
2024-09-19 03:00:00,7.42,3.51,2.23,2.14,1.46,1.27,0,18.5,81
2024-09-19 02:00:00,7.42,3.51,2.23,2.14,1.46,1.27,0,18.8,81
2024-09-19 01:00:00,7.43,3.51,2.23,2.14,1.46,1.27,0,18.98,81.67
2024-09-19 00:00:00,7.44,3.51,2.23,2.14,1.46,1.27,0,18.8,82.83
2024-09-18 23:00:00,7.43,3.51,2.23,2.14,1.46,1.27,0,18.7,84.5
2024-09-18 22:00:00,7.45,3.51,2.23,2.14,1.46,1.27,0,18.97,85
2024-09-18 21:00:00,7.46,3.51,2.23,2.14,1.46,1.27,0,18.05,93.67
2024-09-18 20:00:00,7.46,3.51,2.23,2.14,1.46,1.27,0.6,17.97,94.67
2024-09-18 19:00:00,7.46,3.51,2.24,2.14,1.46,1.27,0.3,17.98,93.83
2024-09-18 18:00:00,7.46,3.51,2.24,2.14,1.46,1.27,0,19.22,86.83
2024-09-18 17:00:00,7.46,3.51,2.23,2.14,1.46,1.28,0,18.3,92.17
2024-09-18 16:00:00,7.48,3.52,2.23,2.14,1.46,1.28,0.3,18.53,96.17
2024-09-18 15:00:00,7.48,3.52,2.23,2.14,1.46,1.28,0,17.98,96.67
2024-09-18 14:00:00,7.47,3.51,2.23,2.13,1.46,1.28,0.3,17.33,96.83
2024-09-18 13:00:00,7.45,3.52,2.23,2.13,1.46,1.28,0.3,18.13,94
2024-09-18 12:00:00,7.58,3.52,2.23,2.14,1.44,1.28,0,18.02,88.17
2024-09-18 11:00:00,7.74,3.54,2.16,2.03,1.7,1.14,0,18.53,78.83
2024-09-18 10:00:00,8.07,3.58,2.01,1.93,1.97,1.02,0,19.6,73.17
2024-09-18 09:00:00,8.07,3.58,2.01,1.93,1.97,1.02,0,20.48,69.33
2024-09-18 08:00:00,8.07,3.58,2.01,1.93,1.97,1.02,0,20.75,68.5
2024-09-18 07:00:00,8.07,3.58,2.01,1.93,1.97,1.02,0,20.55,69.5
2024-09-18 06:00:00,8.07,3.58,2.01,1.93,1.97,1.02,0,19.3,72.33
2024-09-18 05:00:00,8.06,3.58,2.01,1.93,1.96,1.02,0,17.7,74.83
2024-09-18 04:00:00,8.06,3.58,2.01,1.92,1.97,1.02,0,17.45,78.17
2024-09-18 03:00:00,8.06,3.58,2.01,1.92,1.97,1.03,0,17.72,82.5
2024-09-18 02:00:00,8.06,3.58,2.01,1.92,1.96,1.03,0,18.48,86.17
2024-09-18 01:00:00,8.06,3.57,2.01,1.93,1.96,1.03,0,19.52,85.5
2024-09-18 00:00:00,8.06,3.57,2.01,1.93,1.96,1.03,0,19.68,86.83
2024-09-17 23:00:00,8.06,3.58,2.01,1.93,1.96,1.03,0,20.03,86.33
2024-09-17 22:00:00,8.04,3.58,2.01,1.92,1.95,1.03,0,21.92,79.33
2024-09-17 21:00:00,8.04,3.58,2.01,1.92,1.95,1.03,0,24.77,67.17
2024-09-17 20:00:00,8.05,3.58,2.01,1.92,1.96,1.03,0,25.85,60.17
2024-09-17 19:00:00,8.06,3.58,2.01,1.92,1.95,1.03,0,24.43,64.5
2024-09-17 18:00:00,8.06,3.59,2.01,1.92,1.95,1.03,0,24.3,64.5
2024-09-17 17:00:00,8.07,3.59,2.01,1.92,1.95,1.03,0,25.15,62.83
2024-09-17 16:00:00,8.08,3.59,2.01,1.92,1.96,1.03,0,24.67,61.83
2024-09-17 15:00:00,8.1,3.59,2.01,1.92,1.96,1.03,0,24.85,58.67
2024-09-17 14:00:00,8.12,3.6,2.01,1.92,1.96,1.03,0,23.05,62.5
2024-09-17 13:00:00,8.13,3.6,2.01,1.92,1.96,1.04,0,19.53,71
2024-09-17 12:00:00,8.13,3.6,2.01,1.93,1.96,1.04,0,16.58,81
2024-09-17 11:00:00,8.14,3.6,2.01,1.92,1.96,1.04,0,15.5,80.17
2024-09-17 10:00:00,8.15,3.6,2.01,1.92,1.96,1.04,0,15.93,77.17
2024-09-17 09:00:00,8.14,3.6,2.01,1.92,1.96,1.04,0,16,77.17
2024-09-17 08:00:00,8.14,3.6,2.01,1.92,1.95,1.04,0,17.32,70.67
2024-09-17 07:00:00,8.14,3.6,2.01,1.92,1.95,1.04,0,18.7,64.83
2024-09-17 06:00:00,8.14,3.6,2.01,1.92,1.95,1.04,0,18.75,59.83
2024-09-17 05:00:00,8.15,3.6,2.01,1.92,1.95,1.04,0,18.77,59.5
2024-09-17 04:00:00,8.15,3.6,2.01,1.92,1.95,1.04,0,18.97,62.67
2024-09-17 03:00:00,8.14,3.6,2.01,1.92,1.95,1.04,0,19.05,70.17
2024-09-17 02:00:00,8.14,3.6,2.01,1.92,1.95,1.04,0,19.05,70.33
2024-09-17 01:00:00,8.13,3.6,2.01,1.92,1.95,1.04,0,18.72,72.67
2024-09-17 00:00:00,8.13,3.6,2.01,1.92,1.95,1.05,0,18.68,75.67
2024-09-16 23:00:00,8.13,3.6,2.01,1.92,1.95,1.05,0,19.43,77.83
2024-09-16 22:00:00,8.12,3.61,2.01,1.91,1.95,1.05,0,21.63,69
2024-09-16 21:00:00,8.12,3.61,2,1.92,1.94,1.05,0,24.27,54
2024-09-16 20:00:00,8.12,3.61,2.01,1.92,1.94,1.05,0,27.65,43.67
2024-09-16 19:00:00,8.14,3.62,2.01,1.92,1.94,1.05,0,28.47,41.17
2024-09-16 18:00:00,8.16,3.62,2.01,1.91,1.94,1.05,0,26.8,45.17
2024-09-16 17:00:00,8.18,3.62,2.01,1.92,1.94,1.05,0,25.93,47.67
2024-09-16 16:00:00,8.21,3.63,2.02,1.92,1.95,1.05,0,24.45,46.33
2024-09-16 15:00:00,8.23,3.63,2.02,1.92,1.94,1.05,0,21.55,54.67
2024-09-16 14:00:00,8.24,3.64,2.02,1.92,1.95,1.05,0,19.85,58.83
2024-09-16 13:00:00,8.26,3.64,2.01,1.92,1.95,1.05,0,19.12,61.17
2024-09-16 12:00:00,8.27,3.63,2.02,1.92,1.95,1.05,0,17.08,67.83
2024-09-16 11:00:00,8.28,3.64,2.02,1.92,1.94,1.06,0,16.17,71.17
2024-09-16 10:00:00,8.28,3.64,2.02,1.92,1.95,1.06,0,16.98,69
2024-09-16 09:00:00,8.29,3.65,2.02,1.92,1.94,1.06,0,17.5,66.33
2024-09-16 08:00:00,8.3,3.65,2.02,1.92,1.94,1.06,0,18.25,61.5
2024-09-16 07:00:00,8.29,3.64,2.02,1.92,1.94,1.06,0,18.7,59.17
2024-09-16 06:00:00,8.3,3.64,2.02,1.92,1.94,1.06,0,17.88,61
2024-09-16 05:00:00,8.3,3.64,2.01,1.92,1.94,1.06,0,18.67,58.5
2024-09-16 04:00:00,8.31,3.65,2.02,1.92,1.93,1.06,0,19.07,56
2024-09-16 03:00:00,8.3,3.65,2.02,1.92,1.93,1.06,0,19.13,55.33
2024-09-16 02:00:00,8.3,3.65,2.02,1.91,1.93,1.06,0,20.33,51.33
2024-09-16 01:00:00,8.31,3.65,2.02,1.91,1.93,1.06,0,21.63,47.67
2024-09-16 00:00:00,8.3,3.65,2.02,1.91,1.93,1.06,0,22.1,48.67
2024-09-15 23:00:00,8.3,3.65,2.02,1.91,1.93,1.06,0,23.05,51.17
2024-09-15 22:00:00,8.3,3.65,2.02,1.91,1.92,1.06,0,24.4,46.5
2024-09-15 21:00:00,8.31,3.65,2.01,1.91,1.93,1.06,0,26.63,43.5
2024-09-15 20:00:00,8.32,3.66,2.02,1.91,1.93,1.06,0,27.52,39.67
2024-09-15 19:00:00,8.34,3.66,2.02,1.92,1.93,1.06,0,27.6,41.67
2024-09-15 18:00:00,8.36,3.67,2.02,1.91,1.93,1.06,0,27.27,38.67
2024-09-15 17:00:00,8.39,3.67,2.02,1.92,1.93,1.07,0,26.25,40.83
2024-09-15 16:00:00,8.41,3.68,2.03,1.91,1.93,1.07,0,25.3,43
2024-09-15 15:00:00,8.44,3.69,2.02,1.92,1.93,1.07,0,22.85,47.67
2024-09-15 14:00:00,8.47,3.69,2.02,1.92,1.93,1.07,0,21,51
2024-09-15 13:00:00,8.48,3.69,2.02,1.92,1.93,1.07,0,19.23,55
2024-09-15 12:00:00,8.5,3.7,2.03,1.92,1.92,1.07,0,17.12,61.83
2024-09-15 11:00:00,8.52,3.7,2.03,1.92,1.92,1.07,0,16.67,58.83
2024-09-15 10:00:00,8.52,3.7,2.03,1.92,1.92,1.07,0,15.38,62.67
2024-09-15 09:00:00,8.53,3.7,2.02,1.92,1.92,1.07,0,15.78,60
2024-09-15 08:00:00,8.54,3.7,2.03,1.92,1.92,1.07,0,15.07,63.33
2024-09-15 07:00:00,8.53,3.7,2.03,1.92,1.92,1.07,0,17.23,54
2024-09-15 06:00:00,8.55,3.7,2.02,1.92,1.92,1.07,0,18.87,49
2024-09-15 05:00:00,8.55,3.71,2.02,1.91,1.92,1.07,0,19.7,47.33
2024-09-15 04:00:00,8.56,3.7,2.02,1.91,1.92,1.07,0,19.6,48.67
2024-09-15 03:00:00,8.56,3.7,2.02,1.91,1.91,1.07,0,19.95,51.83
2024-09-15 02:00:00,8.57,3.71,2.02,1.91,1.91,1.07,0,21.62,48.17
2024-09-15 01:00:00,8.57,3.71,2.02,1.91,1.91,1.07,0,21.63,48.5
2024-09-15 00:00:00,8.57,3.71,2.02,1.91,1.91,1.07,0,21.97,52.67
2024-09-14 23:00:00,8.57,3.71,2.02,1.91,1.91,1.07,0,24.38,49.17
2024-09-14 22:00:00,8.58,3.72,2.02,1.91,1.91,1.07,0,25.93,49.5
2024-09-14 21:00:00,8.58,3.72,2.02,1.91,1.9,1.07,0,26.05,49
2024-09-14 20:00:00,8.6,3.73,2.02,1.91,1.9,1.07,0,27.82,41.83
2024-09-14 19:00:00,8.61,3.73,2.03,1.91,1.9,1.07,0,28.28,41
2024-09-14 18:00:00,8.64,3.74,2.03,1.92,1.9,1.07,0,29.3,41.17
2024-09-14 17:00:00,8.68,3.74,2.03,1.92,1.9,1.07,0,28.12,45.67
2024-09-14 16:00:00,8.7,3.74,2.03,1.92,1.9,1.07,0,28.37,46.33
2024-09-14 15:00:00,8.74,3.75,2.03,1.92,1.9,1.07,0,27.38,49.5
2024-09-14 14:00:00,8.76,3.75,2.04,1.92,1.9,1.07,0,26.32,52
2024-09-14 13:00:00,8.79,3.76,2.04,1.92,1.9,1.07,0,23.58,58.67
2024-09-14 12:00:00,8.81,3.77,2.04,1.92,1.9,1.07,0,21.37,64.83
2024-09-14 11:00:00,8.82,3.77,2.04,1.92,1.9,1.07,0,21.88,54.5
2024-09-14 10:00:00,8.84,3.77,2.04,1.92,1.9,1.07,0,20.25,74.17
2024-09-14 09:00:00,8.85,3.77,2.04,1.92,1.9,1.07,0,20.25,85.83
2024-09-14 08:00:00,8.85,3.77,2.04,1.92,1.9,1.07,0,19.92,95
2024-09-14 07:00:00,8.85,3.77,2.04,1.92,1.89,1.07,0,20.3,93
2024-09-14 06:00:00,8.86,3.77,2.04,1.92,1.89,1.07,0,21.03,90.83
2024-09-14 05:00:00,8.86,3.78,2.04,1.92,1.89,1.07,0,22.43,85.67
2024-09-14 04:00:00,8.86,3.78,2.04,1.92,1.89,1.06,0,23.4,82.67
2024-09-14 03:00:00,8.86,3.79,2.04,1.92,1.89,1.06,0,23.85,85
2024-09-14 02:00:00,8.86,3.79,2.04,1.92,1.89,1.06,0,24.58,85.33
2024-09-14 01:00:00,8.86,3.79,2.04,1.92,1.88,1.06,0,24.62,83.67
2024-09-14 00:00:00,8.86,3.79,2.04,1.92,1.88,1.06,0,24.32,84
2024-09-13 23:00:00,8.86,3.8,2.04,1.92,1.88,1.06,0,24.9,81
2024-09-13 22:00:00,8.86,3.8,2.03,1.93,1.88,1.06,0,26.45,74
2024-09-13 21:00:00,8.86,3.8,2.03,1.93,1.88,1.05,0,27.6,69.33
2024-09-13 20:00:00,8.88,3.81,2.04,1.93,1.88,1.05,0,29.2,65.17
2024-09-13 19:00:00,8.9,3.81,2.04,1.93,1.88,1.05,0,28.5,67.83
2024-09-13 18:00:00,8.92,3.82,2.04,1.93,1.88,1.05,0,28.73,71.5
2024-09-13 17:00:00,8.92,3.83,2.04,1.93,1.88,1.05,0,27.67,75.33
2024-09-13 16:00:00,8.94,3.83,2.04,1.93,1.88,1.05,0,28.28,70
2024-09-13 15:00:00,8.95,3.84,2.04,1.93,1.88,1.04,0,27.9,70.5
2024-09-13 14:00:00,8.97,3.84,2.04,1.93,1.88,1.04,0,26.95,75.83
2024-09-13 13:00:00,8.99,3.85,2.04,1.93,1.88,1.04,0,25.78,80
2024-09-13 12:00:00,9,3.85,2.04,1.93,1.88,1.04,0,23.28,84.33
2024-09-13 11:00:00,9.01,3.85,2.04,1.93,1.88,1.03,0,21.37,85.5
2024-09-13 10:00:00,9.01,3.86,2.05,1.93,1.88,1.03,0,20.53,90
2024-09-13 09:00:00,9.02,3.86,2.04,1.93,1.88,1.03,0,20.58,90
2024-09-13 08:00:00,9.03,3.87,2.05,1.93,1.88,1.03,0,20.6,89
2024-09-13 07:00:00,9.04,3.87,2.05,1.93,1.88,1.03,0,20.88,90.17
2024-09-13 06:00:00,9.04,3.87,2.05,1.93,1.88,1.02,0,21.3,88.83
2024-09-13 05:00:00,9.05,3.88,2.05,1.93,1.88,1.02,0,21.52,91
2024-09-13 04:00:00,9.05,3.89,2.05,1.93,1.88,1.02,0,21.73,92.67
2024-09-13 03:00:00,9.05,3.9,2.05,1.93,1.88,1.02,0,22,91.17
2024-09-13 02:00:00,9.04,3.9,2.05,1.94,1.88,1.02,0,22.15,90.17
2024-09-13 01:00:00,9.04,3.9,2.06,1.93,1.88,1.02,0,22.57,89.17
2024-09-13 00:00:00,9.04,3.9,2.06,1.94,1.87,1.02,0,22.43,90.17
2024-09-12 23:00:00,9.03,3.92,2.06,1.94,1.87,1.02,0,23.82,85
2024-09-12 22:00:00,9.03,3.92,2.05,1.94,1.87,1.02,0,25.62,76.5
2024-09-12 21:00:00,9.03,3.93,2.05,1.94,1.87,1.02,0,28.03,66.33
2024-09-12 20:00:00,9.04,3.93,2.06,1.94,1.87,1.02,0,29.47,55.33
2024-09-12 19:00:00,9.07,3.95,2.06,1.94,1.87,1.02,0,29.5,53.33
2024-09-12 18:00:00,9.09,3.95,2.06,1.94,1.87,1.03,0,29.55,50.67
2024-09-12 17:00:00,9.12,3.97,2.06,1.95,1.88,1.03,0,29.1,52
2024-09-12 16:00:00,9.17,3.98,2.06,1.95,1.88,1.03,0,28.75,52.33
2024-09-12 15:00:00,9.21,3.99,2.07,1.95,1.88,1.03,0,27.27,55.17
2024-09-12 14:00:00,9.25,3.99,2.07,1.95,1.88,1.03,0,23.97,63.83
2024-09-12 13:00:00,9.29,4,2.07,1.96,1.88,1.03,0,21.4,72.33
2024-09-12 12:00:00,9.3,4.01,2.07,1.96,1.88,1.03,0,19.3,79.67
2024-09-12 11:00:00,9.31,4.02,2.07,1.96,1.88,1.03,0,18.4,80
2024-09-12 10:00:00,9.34,4.03,2.07,1.96,1.88,1.03,0,18.87,77.17
2024-09-12 09:00:00,9.36,4.04,2.07,1.96,1.88,1.04,0,18.8,78.33
2024-09-12 08:00:00,9.37,4.04,2.07,1.96,1.88,1.03,0,19.28,77.67
2024-09-12 07:00:00,9.38,4.05,2.08,1.97,1.88,1.04,0,19.85,74.83
2024-09-12 06:00:00,9.4,4.06,2.08,1.97,1.88,1.03,0,19.92,74.83
2024-09-12 05:00:00,9.42,4.06,2.08,1.97,1.88,1.03,0,20.1,73.5
2024-09-12 04:00:00,9.43,4.07,2.08,1.97,1.88,1.03,0,20.43,72.67
2024-09-12 03:00:00,9.44,4.08,2.08,1.97,1.88,1.04,0,20.3,74.5
2024-09-12 02:00:00,9.45,4.1,2.08,1.97,1.88,1.04,0,20.33,75.83
2024-09-12 01:00:00,9.46,4.11,2.08,1.97,1.88,1.03,0,21.52,72.33
2024-09-12 00:00:00,9.46,4.11,2.08,1.97,1.88,1.04,0,22.02,72
2024-09-11 23:00:00,9.48,4.13,2.09,1.97,1.88,1.03,0,23.87,64.83
2024-09-11 22:00:00,9.51,4.15,2.09,1.98,1.89,1.03,0,25.32,61.17
2024-09-11 21:00:00,9.56,4.17,2.09,1.98,1.89,1.04,0,27.12,55.33
2024-09-11 20:00:00,9.62,4.18,2.09,1.99,1.89,1.04,0,26.5,60.5
2024-09-11 19:00:00,9.67,4.2,2.1,1.99,1.89,1.04,0,25.25,65.33
2024-09-11 18:00:00,9.72,4.22,2.1,2,1.89,1.04,0,26.13,63.5
2024-09-11 17:00:00,9.77,4.24,2.11,2,1.9,1.04,0,26.52,65.67
2024-09-11 16:00:00,9.82,4.26,2.11,2.01,1.9,1.04,0,24.35,73.33
2024-09-11 15:00:00,9.88,4.28,2.11,2.01,1.9,1.04,0,22.18,79.17
2024-09-11 14:00:00,9.92,4.3,2.11,2.02,1.91,1.04,0,21.55,81.17
2024-09-11 13:00:00,9.97,4.32,2.11,2.02,1.91,1.04,0,20.63,81
2024-09-11 12:00:00,10.03,4.33,2.12,2.03,1.91,1.04,0,18.73,90.17
2024-09-11 11:00:00,10.06,4.35,2.12,2.03,1.92,1.05,0,17.38,94.33
2024-09-11 10:00:00,10.09,4.38,2.12,2.03,1.92,1.05,0,17.52,93.67
2024-09-11 09:00:00,10.12,4.4,2.12,2.03,1.93,1.05,0,17.98,93
2024-09-11 08:00:00,10.17,4.43,2.13,2.04,1.93,1.05,0,18.27,93.17
2024-09-11 07:00:00,10.21,4.45,2.12,2.05,1.93,1.05,0,18.7,93
2024-09-11 06:00:00,10.24,4.47,2.13,2.05,1.94,1.05,0,19.05,92.17
2024-09-11 05:00:00,10.3,4.5,2.13,2.06,1.94,1.05,0,18.53,95
2024-09-11 04:00:00,10.33,4.54,2.13,2.06,1.95,1.05,0,18.58,95.67
2024-09-11 03:00:00,10.38,4.57,2.14,2.07,1.95,1.05,0,18.67,96.17
2024-09-11 02:00:00,10.43,4.61,2.14,2.08,1.96,1.05,0,18.77,96.5
2024-09-11 01:00:00,10.5,4.65,2.15,2.09,1.96,1.05,0,18.72,97.5
2024-09-11 00:00:00,10.54,4.7,2.15,2.1,1.97,1.05,0,19.17,97.5
2024-09-10 23:00:00,10.61,4.77,2.16,2.11,1.98,1.05,0,19.65,97.67
2024-09-10 22:00:00,10.69,4.85,2.16,2.12,1.99,1.06,0,19.28,98.5
2024-09-10 21:00:00,10.79,4.96,2.17,2.14,2.01,1.06,0,19.4,99.5
2024-09-10 20:00:00,10.96,5.13,2.18,2.16,2.03,1.06,0,19.47,99.33
2024-09-10 19:00:00,10.33,5.07,2.19,2.18,2.07,1.06,4.2,19.82,99.33
2024-09-10 18:00:00,8.61,4.32,2.19,2.14,2.04,1.06,0.3,20.33,99
2024-09-10 17:00:00,8.48,4.4,2.21,2.17,2.08,1.07,0,20.83,98
2024-09-10 16:00:00,7.23,4.03,2.16,2.06,2.04,1.07,10.2,21.27,94.67
2024-09-10 15:00:00,6.64,3.53,1.99,1.95,1.96,1.07,0,23.52,82.67
2024-09-10 14:00:00,6.64,3.53,1.98,1.95,1.95,1.06,0,23.2,83.5
2024-09-10 13:00:00,6.64,3.53,1.98,1.95,1.95,1.06,0,22.55,78.33
2024-09-10 12:00:00,6.64,3.53,1.98,1.95,1.96,1.06,0,22.15,68.83
2024-09-10 11:00:00,6.64,3.52,1.98,1.95,1.95,1.06,0,21.52,73.83
2024-09-10 10:00:00,6.64,3.52,1.98,1.95,1.95,1.07,0,21.53,73.33
2024-09-10 09:00:00,6.64,3.52,1.98,1.95,1.95,1.07,0,21.95,71.83
2024-09-10 08:00:00,6.64,3.52,1.99,1.95,1.95,1.07,0,22.13,70.83
2024-09-10 07:00:00,6.64,3.52,1.98,1.95,1.95,1.07,0,21.87,74
2024-09-10 06:00:00,6.64,3.52,1.99,1.94,1.95,1.07,0,22.78,70.33
2024-09-10 05:00:00,6.64,3.52,1.99,1.95,1.95,1.07,0,22.3,71.5
2024-09-10 04:00:00,6.64,3.52,1.98,1.94,1.95,1.07,0,21.75,72.5
2024-09-10 03:00:00,6.64,3.52,1.98,1.95,1.95,1.07,0,22.35,72.5
2024-09-10 02:00:00,6.63,3.52,1.98,1.95,1.95,1.07,0,22.42,73.83
2024-09-10 01:00:00,6.62,3.52,1.98,1.94,1.95,1.07,0,21.82,75
2024-09-10 00:00:00,6.62,3.52,1.98,1.95,1.95,1.07,0,21.88,75.67
2024-09-09 23:00:00,6.62,3.52,1.98,1.95,1.94,1.07,0,22.45,76.5
2024-09-09 22:00:00,6.61,3.52,1.98,1.95,1.94,1.07,0,24.07,71
2024-09-09 21:00:00,6.6,3.52,1.98,1.95,1.94,1.07,0,26.17,63.5
2024-09-09 20:00:00,6.6,3.52,1.98,1.94,1.94,1.07,0,27.07,60.33
2024-09-09 19:00:00,6.6,3.52,1.98,1.94,1.94,1.06,0,28.38,58
2024-09-09 18:00:00,6.6,3.52,1.98,1.94,1.94,1.07,0,28.43,59
2024-09-09 17:00:00,6.6,3.52,1.99,1.94,1.94,1.07,0,28.47,56.83
2024-09-09 16:00:00,6.61,3.52,1.98,1.94,1.94,1.07,0,28.77,56.33
2024-09-09 15:00:00,6.61,3.52,1.98,1.94,1.94,1.07,0,27.9,56.83
2024-09-09 14:00:00,6.63,3.52,1.98,1.94,1.94,1.07,0,27.23,56.17
2024-09-09 13:00:00,6.64,3.52,1.98,1.94,1.94,1.07,0,25.12,63.67
2024-09-09 12:00:00,6.64,3.53,1.98,1.94,1.94,1.07,0,21,76.17
2024-09-09 11:00:00,6.64,3.53,1.99,1.94,1.94,1.06,0,18.92,75.67
2024-09-09 10:00:00,6.65,3.52,1.99,1.94,1.94,1.06,0,21.15,67.5
2024-09-09 09:00:00,6.65,3.52,1.99,1.94,1.94,1.06,0,21.23,60.17
2024-09-09 08:00:00,6.65,3.52,1.98,1.94,1.94,1.06,0,21.9,48.5
2024-09-09 07:00:00,6.64,3.52,1.98,1.94,1.94,1.06,0,21.7,51
2024-09-09 06:00:00,6.65,3.52,1.98,1.94,1.94,1.06,0,21.13,56.5
2024-09-09 05:00:00,6.65,3.52,1.98,1.94,1.93,1.06,0,20.77,63.83
2024-09-09 04:00:00,6.65,3.52,1.98,1.94,1.93,1.06,0,21.82,64.17
2024-09-09 03:00:00,6.64,3.52,1.98,1.94,1.94,1.06,0,21.38,68.33
2024-09-09 02:00:00,6.64,3.52,1.98,1.94,1.93,1.06,0,22.03,66.5
2024-09-09 01:00:00,6.64,3.51,1.98,1.94,1.93,1.06,0,21.63,66.5
2024-09-09 00:00:00,6.64,3.51,1.98,1.94,1.93,1.06,0,21.47,68.83
2024-09-08 23:00:00,6.63,3.51,1.98,1.94,1.93,1.06,0,23.23,65.33
2024-09-08 22:00:00,6.62,3.51,1.98,1.94,1.93,1.06,0,24.68,62.67
2024-09-08 21:00:00,6.61,3.52,1.98,1.94,1.93,1.06,0,25.62,60
2024-09-08 20:00:00,6.61,3.52,1.98,1.94,1.93,1.05,0,28.42,53.5
2024-09-08 19:00:00,6.62,3.52,1.98,1.94,1.93,1.05,0,29.05,51.83
2024-09-08 18:00:00,6.62,3.52,1.98,1.94,1.93,1.05,0,29.7,51.5
2024-09-08 17:00:00,6.63,3.52,1.98,1.94,1.93,1.05,0,29.32,52.17
2024-09-08 16:00:00,6.64,3.52,1.97,1.94,1.93,1.05,0,27.98,55.5
2024-09-08 15:00:00,6.65,3.52,1.98,1.94,1.93,1.05,0,26.77,58.33
2024-09-08 14:00:00,6.66,3.52,1.98,1.94,1.93,1.05,0,26.8,64
2024-09-08 13:00:00,6.67,3.51,1.98,1.94,1.92,1.04,0,24.7,72.33
2024-09-08 12:00:00,6.67,3.52,1.98,1.94,1.93,1.04,0,20.48,86.5
2024-09-08 11:00:00,6.67,3.52,1.98,1.94,1.93,1.03,0,19.25,88.17
2024-09-08 10:00:00,6.67,3.52,1.98,1.94,1.92,1.03,0,20.15,82.83
2024-09-08 09:00:00,6.68,3.52,1.98,1.94,1.92,1.03,0,20.62,82.33
2024-09-08 08:00:00,6.67,3.52,1.98,1.94,1.92,1.02,0,21.18,80.17
2024-09-08 07:00:00,6.67,3.52,1.98,1.94,1.93,1.02,0,20.98,81.67
2024-09-08 06:00:00,6.68,3.52,1.98,1.94,1.93,1.02,0,20.73,84.83
2024-09-08 05:00:00,6.68,3.52,1.98,1.94,1.93,1.01,0,20.05,89.83
2024-09-08 04:00:00,6.68,3.52,1.98,1.94,1.93,1.01,0,20,91.17
2024-09-08 03:00:00,6.68,3.52,1.98,1.94,1.93,1.01,0,20.27,91.33
2024-09-08 02:00:00,6.68,3.52,1.98,1.93,1.93,1,0,20.15,94.83
2024-09-08 01:00:00,6.68,3.52,1.98,1.93,1.93,1,0,20.32,95.17
2024-09-08 00:00:00,6.68,3.52,1.98,1.93,1.92,1,0.3,21.33,91.83
2024-09-07 23:00:00,6.67,3.52,1.98,1.93,1.92,0.99,0,23.33,83.17
2024-09-07 22:00:00,6.66,3.52,1.98,1.93,1.92,0.99,0,24.85,82.67
2024-09-07 21:00:00,6.65,3.52,1.98,1.93,1.92,0.99,0,25.27,78.67
2024-09-07 20:00:00,6.65,3.52,1.98,1.93,1.92,0.98,0,26.12,75.67
2024-09-07 19:00:00,6.63,3.52,1.98,1.93,1.92,0.98,0,28.65,66.33
2024-09-07 18:00:00,6.64,3.52,1.97,1.93,1.92,0.98,0,29.43,61.67
